City,Date,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Ahmedabad,2019-08-26,45.77,164.31,56.76,55.67,36.07,29.03,532.0
Ahmedabad,2019-08-27,58.51,142.29,36.67,44.52,46.11,24.36,651.0
Ahmedabad,2019-08-28,36.1,88.66,46.87,40.52,27.22,51.74,434.0
Ahmedabad,2019-08-29,38.5,93.7,47.69,63.22,37.89,28.61,517.0
Ahmedabad,2019-08-30,40.53,118.21,43.33,49.29,36.0,32.49,563.0
Ahmedabad,2019-08-31,37.05,111.11,48.51,46.13,30.71,37.33,464.0
Ahmedabad,2019-09-01,31.28,87.45,47.49,47.71,24.16,47.56,420.0
Ahmedabad,2019-09-02,25.64,69.07,52.47,48.58,25.23,44.0,419.0
Ahmedabad,2019-09-03,40.18,82.81,49.59,50.91,29.4,42.54,447.0
Ahmedabad,2019-09-04,39.16,86.22,62.06,48.32,16.72,77.97,401.0
Ahmedabad,2019-09-05,45.55,69.01,82.99,50.79,20.81,73.91,446.0
Ahmedabad,2019-09-06,55.43,80.39,81.63,50.6,22.28,84.1,432.0
Ahmedabad,2019-09-07,35.05,77.28,54.26,48.29,25.02,53.43,454.0
Ahmedabad,2019-09-08,33.15,59.41,48.34,44.03,18.87,57.52,408.0
Ahmedabad,2019-09-09,38.7,69.84,61.48,53.34,21.33,71.99,381.0
Ahmedabad,2019-09-10,45.2,69.26,72.02,50.39,23.33,39.15,468.0
Ahmedabad,2019-09-14,59.96,107.67,69.61,64.63,40.14,13.0,629.0
Ahmedabad,2019-09-15,66.21,171.53,44.57,68.54,37.54,20.67,793.0
Ahmedabad,2019-09-16,38.0,107.96,53.2,63.42,23.87,26.28,495.0
Ahmedabad,2019-09-17,44.41,102.31,236.79,59.59,36.34,32.92,528.0
Ahmedabad,2019-09-18,50.66,126.48,94.87,33.42,25.45,34.64,570.0
Ahmedabad,2019-09-19,73.61,133.78,129.85,78.7,31.7,31.11,708.0
Ahmedabad,2019-09-20,27.17,55.41,61.34,78.36,11.26,42.49,314.0
Ahmedabad,2019-09-21,39.27,73.22,132.09,82.79,17.41,48.66,386.0
Ahmedabad,2019-09-22,45.4,85.77,128.45,90.46,13.26,51.35,356.0
Ahmedabad,2019-09-23,59.74,108.29,112.62,114.51,19.33,43.41,398.0
Ahmedabad,2019-09-24,58.49,89.47,124.86,102.52,18.72,60.11,476.0
Ahmedabad,2019-09-25,61.46,103.64,112.12,81.76,23.56,60.38,572.0
Ahmedabad,2019-09-26,39.34,59.29,96.73,90.49,18.91,48.71,427.0
Ahmedabad,2019-09-27,28.2,40.35,80.73,82.95,18.36,40.22,466.0
Ahmedabad,2019-09-28,30.18,48.65,99.02,82.66,24.72,34.33,438.0
Ahmedabad,2019-09-29,20.71,44.65,79.1,107.18,14.94,33.31,432.0
Ahmedabad,2019-09-30,21.94,34.95,65.04,101.99,11.62,42.88,322.0
Ahmedabad,2019-10-01,33.66,56.01,92.52,137.97,11.85,72.52,266.0
Ahmedabad,2019-10-02,51.11,106.2,118.26,129.38,21.47,41.28,430.0
Ahmedabad,2019-10-03,57.08,126.9,98.77,99.59,18.9,43.21,528.0
Ahmedabad,2019-10-04,49.88,127.47,101.3,120.8,25.05,48.48,512.0
Ahmedabad,2019-10-05,57.65,138.99,168.74,153.44,49.58,41.05,614.0
Ahmedabad,2019-10-06,68.62,117.69,132.77,158.04,55.22,68.56,954.0
Ahmedabad,2019-10-07,99.81,155.39,162.56,146.33,36.34,68.81,1217.0
Ahmedabad,2019-10-08,73.52,153.75,171.17,154.99,45.99,70.66,659.0
Ahmedabad,2019-10-09,108.07,195.19,204.06,130.56,82.73,67.73,1389.0
Ahmedabad,2019-10-10,117.13,188.14,199.03,134.87,59.24,62.92,1195.0
Ahmedabad,2019-10-11,70.26,153.84,211.8,139.0,34.88,67.9,615.0
Ahmedabad,2019-10-12,109.48,212.8,245.62,178.58,68.52,54.14,904.0
Ahmedabad,2019-10-13,194.36,335.86,207.05,47.375,119.3,27.16,1595.0
Ahmedabad,2019-10-15,96.74,208.83,229.45,156.5,57.78,59.05,919.0
Ahmedabad,2019-10-16,90.7,188.75,219.01,135.76,51.18,77.07,1190.0
Ahmedabad,2019-10-17,100.06,175.79,239.1,134.84,39.85,59.32,956.0
Ahmedabad,2019-10-18,109.01,174.56,217.53,47.375,40.53,73.44,1124.0
Ahmedabad,2019-10-19,87.87,154.68,186.56,100.46,6.94,93.28,318.0
Ahmedabad,2019-10-20,89.05,129.36,159.1,105.73,5.69,76.58,228.0
Ahmedabad,2019-10-21,81.62,118.57,121.02,117.2,1.7,114.49,225.0
Ahmedabad,2019-10-22,84.9,128.62,108.85,113.16,3.67,133.14,258.0
Ahmedabad,2019-10-23,46.84,83.85,114.63,118.83,6.05,91.42,249.0
Ahmedabad,2019-10-24,53.59,106.77,152.09,119.97,4.79,116.38,270.0
Ahmedabad,2019-10-25,82.74,148.8,186.72,133.53,7.26,90.23,334.0
Ahmedabad,2019-10-26,62.7,108.91,86.91,88.46,1.41,162.43,273.0
Ahmedabad,2019-10-27,57.54,81.3,72.14,120.11,7.32,103.24,199.0
Ahmedabad,2019-10-28,75.12,158.06,68.64,106.2,7.95,55.96,212.0
Ahmedabad,2019-10-29,37.74,93.24,62.2,110.11,7.42,51.34,200.0
Ahmedabad,2019-10-30,20.1,52.97,74.41,134.66,16.72,50.0,305.0
Ahmedabad,2019-10-31,54.57,135.53,115.84,129.06,22.31,51.69,502.0
Ahmedabad,2019-11-01,63.17,145.88,112.58,136.87,9.85,46.54,362.0
Ahmedabad,2019-11-02,42.27,111.98,87.8,129.66,10.87,39.52,275.0
Ahmedabad,2019-11-03,33.68,69.15,115.67,133.73,23.59,36.66,351.0
Ahmedabad,2019-11-04,69.31,112.61,175.04,136.74,28.8,62.53,636.0
Ahmedabad,2019-11-05,84.29,131.73,203.26,138.03,17.04,59.57,346.0
Ahmedabad,2019-11-06,112.08,171.65,192.27,120.4,28.47,79.31,561.0
Ahmedabad,2019-11-07,56.86,79.47,156.28,163.2,15.77,46.86,358.0
Ahmedabad,2019-11-08,64.96,92.32,157.51,174.83,14.87,27.22,316.0
Ahmedabad,2019-11-09,48.99,107.67,163.7,167.13,14.05,38.58,358.0
Ahmedabad,2019-11-10,68.07,133.46,155.92,168.45,9.16,51.38,282.0
Ahmedabad,2019-11-11,84.08,170.94,208.92,47.375,17.69,49.3,289.0
Ahmedabad,2019-11-12,100.47,217.53,292.02,47.375,47.92,34.64,733.0
Ahmedabad,2019-11-13,88.0,145.34,226.03,47.375,18.8,32.59,638.0
Ahmedabad,2019-11-14,49.19,116.2,202.95,155.16,20.01,27.68,415.0
Ahmedabad,2019-11-15,43.56,94.58,121.43,145.89,10.3,16.36,411.0
Ahmedabad,2019-11-16,70.05,133.55,145.72,156.97,28.74,16.41,433.0
Ahmedabad,2019-11-17,58.66,78.4,136.69,135.46,29.52,16.08,632.0
Ahmedabad,2019-11-18,62.15,94.91,147.33,143.33,42.34,15.8,883.0
Ahmedabad,2019-11-19,52.04,85.17,112.69,158.25,39.43,15.84,884.0
Ahmedabad,2019-11-20,46.54,93.8,97.74,172.68,34.48,16.99,552.0
Ahmedabad,2019-11-21,55.43,91.22,109.17,157.33,17.98,15.43,662.0
Ahmedabad,2019-11-22,55.5,95.86,99.44,176.88,17.1,16.02,356.0
Ahmedabad,2019-11-23,58.97,104.2,106.63,132.97,19.45,14.99,477.0
Ahmedabad,2019-11-24,60.38,98.67,98.24,137.97,17.72,16.21,443.0
Ahmedabad,2019-11-25,73.87,106.75,110.17,127.11,20.3,15.31,378.0
Ahmedabad,2019-11-26,64.06,101.44,92.88,139.64,16.8,30.45,441.0
Ahmedabad,2019-11-27,53.91,108.89,98.4,142.7,11.11,46.08,411.0
Ahmedabad,2019-11-28,38.15,89.99,140.56,166.39,7.78,40.11,236.0
Ahmedabad,2019-11-29,48.47,87.26,103.61,186.08,5.55,44.3,212.0
Ahmedabad,2019-11-30,46.95,86.39,86.67,147.78,8.07,41.06,199.0
Ahmedabad,2019-12-01,43.06,79.08,81.68,137.18,5.26,42.68,248.0
Ahmedabad,2019-12-02,46.74,76.39,60.49,112.45,4.02,48.16,192.0
Ahmedabad,2019-12-03,41.61,83.5,54.14,123.27,3.87,57.81,134.0
Ahmedabad,2019-12-04,77.66,99.48,62.09,93.11,4.32,51.79,140.0
Ahmedabad,2019-12-05,65.48,121.86,82.62,66.09,7.8,42.3,197.0
Ahmedabad,2019-12-06,64.87,122.33,71.51,36.29,14.15,47.75,344.0
Ahmedabad,2019-12-07,93.24,157.33,83.89,36.22,9.08,53.07,276.0
Ahmedabad,2019-12-08,92.26,135.81,76.33,31.8,12.09,53.65,293.0
Ahmedabad,2019-12-09,78.95,123.59,54.51,41.87,12.83,54.56,329.0
Ahmedabad,2019-12-10,86.88,143.98,35.11,58.5,26.73,35.3,458.0
Ahmedabad,2019-12-11,72.3,118.19,24.48,54.58,26.27,32.36,538.0
Ahmedabad,2019-12-12,62.39,116.84,14.9,60.87,14.39,24.18,520.0
Ahmedabad,2019-12-13,52.59,92.57,11.32,25.09,6.92,23.94,242.0
Ahmedabad,2019-12-14,63.33,99.3,14.79,29.4,4.66,24.07,157.0
Ahmedabad,2019-12-15,48.58,93.92,12.0,20.56,2.56,27.73,177.0
Ahmedabad,2019-12-16,45.47,89.73,20.62,18.8,5.2,30.45,145.0
Ahmedabad,2019-12-17,54.42,102.4,25.45,26.19,5.67,29.22,237.0
Ahmedabad,2019-12-18,72.45,116.1,25.88,29.77,8.84,24.83,231.0
Ahmedabad,2019-12-19,89.97,155.63,28.82,39.43,28.91,18.76,391.0
Ahmedabad,2019-12-20,104.25,163.95,23.33,35.42,29.17,15.46,712.0
Ahmedabad,2019-12-21,64.25,121.71,34.29,73.34,10.97,12.43,206.0
Ahmedabad,2019-12-22,60.17,104.08,18.36,39.26,3.75,8.94,170.0
Ahmedabad,2019-12-23,57.99,97.02,17.47,52.32,2.2,6.35,113.0
Ahmedabad,2019-12-24,49.63,95.51,19.99,79.47,1.89,4.87,113.0
Ahmedabad,2019-12-25,53.0,98.1,20.11,69.13,4.07,5.4,166.0
Ahmedabad,2019-12-26,52.77,95.25,31.26,50.74,6.64,10.61,216.0
Ahmedabad,2019-12-27,39.89,83.69,50.41,53.83,17.34,19.03,381.0
Ahmedabad,2019-12-28,43.95,85.68,45.51,73.27,11.4,19.15,288.0
Ahmedabad,2019-12-29,53.52,89.41,43.92,49.84,30.94,23.66,398.0
Ahmedabad,2019-12-30,69.1,115.57,45.08,68.73,34.49,23.67,703.0
Ahmedabad,2019-12-31,74.18,126.67,22.77,95.2,6.36,23.67,385.0
Ahmedabad,2020-01-01,79.57,131.62,12.64,27.7,3.78,23.67,216.0
Ahmedabad,2020-01-02,72.59,128.86,14.38,23.96,3.63,23.67,162.0
Ahmedabad,2020-01-03,69.54,128.99,15.13,35.78,7.06,23.66,220.0
Ahmedabad,2020-01-04,66.2,138.47,20.79,38.98,8.97,23.65,254.0
Ahmedabad,2020-01-05,55.99,110.41,15.34,45.83,5.41,23.61,255.0
Ahmedabad,2020-01-06,46.96,109.44,16.88,38.11,7.17,23.64,175.0
Ahmedabad,2020-01-07,70.06,161.09,22.67,58.67,7.37,23.58,285.0
Ahmedabad,2020-01-08,61.4,118.44,16.33,30.54,2.38,23.59,157.0
Ahmedabad,2020-01-09,38.89,93.4,14.14,46.78,2.41,23.64,129.0
Ahmedabad,2020-01-10,56.14,108.83,11.65,26.75,2.5,23.58,129.0
Ahmedabad,2020-01-11,59.96,109.98,14.37,45.44,2.38,23.58,114.0
Ahmedabad,2020-01-12,83.9,152.94,20.66,58.01,8.81,23.56,212.0
Ahmedabad,2020-01-13,89.34,143.84,19.05,62.71,8.08,23.69,368.0
Ahmedabad,2020-01-14,39.83,44.53,16.42,25.78,3.26,23.62,189.0
Ahmedabad,2020-01-15,53.27,90.4,16.01,19.5,3.59,23.66,142.0
Ahmedabad,2020-01-16,40.07,79.32,13.41,10.67,3.75,23.6,152.0
Ahmedabad,2020-01-17,80.24,219.84,15.61,36.88,20.06,23.62,334.0
Ahmedabad,2020-01-18,59.51,106.43,25.39,71.69,24.98,23.57,547.0
Ahmedabad,2020-01-19,36.05,79.23,22.26,46.67,13.05,23.6,375.0
Ahmedabad,2020-01-20,36.21,82.86,15.65,44.86,20.86,23.6,384.0
Ahmedabad,2020-01-21,51.15,123.03,25.32,84.52,33.0,23.61,529.0
Ahmedabad,2020-01-22,51.32,121.82,23.56,50.3,20.18,23.6,449.0
Ahmedabad,2020-01-23,38.71,88.47,16.11,34.63,10.39,23.56,483.0
Ahmedabad,2020-01-28,18.03,66.54,18.02,35.39,11.31,30.29,289.0
Ahmedabad,2020-01-29,28.77,73.99,21.98,40.13,20.76,32.37,204.0
Ahmedabad,2020-01-30,41.74,92.88,26.88,100.04,36.07,30.37,528.0
Ahmedabad,2020-01-31,57.28,109.84,50.06,83.08,36.16,34.61,660.0
Ahmedabad,2020-02-01,88.79,125.19,54.23,56.67,15.2,45.39,483.0
Ahmedabad,2020-02-02,52.31,97.67,38.28,36.8,9.38,26.07,336.0
Ahmedabad,2020-02-03,68.19,106.14,45.94,31.18,10.08,43.72,272.0
Ahmedabad,2020-02-04,80.59,127.97,59.9,48.18,29.48,41.9,571.0
Ahmedabad,2020-02-05,77.56,137.39,59.03,59.11,30.93,36.15,568.0
Ahmedabad,2020-02-06,56.5,121.52,55.49,51.41,6.1,41.16,387.0
Ahmedabad,2020-02-07,66.87,127.71,53.47,47.32,23.75,53.97,322.0
Ahmedabad,2020-02-08,95.25,160.18,54.77,55.99,14.56,68.81,652.0
Ahmedabad,2020-02-09,69.85,124.4,40.74,27.16,6.25,39.69,215.0
Ahmedabad,2020-02-10,64.94,116.45,47.28,31.84,8.62,71.69,223.0
Ahmedabad,2020-02-11,79.58,145.12,55.78,48.28,12.48,42.4,340.0
Ahmedabad,2020-02-12,83.67,164.2,56.27,52.9,27.61,44.73,475.0
Ahmedabad,2020-02-13,88.83,182.12,45.43,40.9,57.7,51.73,974.0
Ahmedabad,2020-02-14,50.55,116.51,57.55,54.6,18.72,31.28,412.0
Ahmedabad,2020-02-15,73.04,136.02,67.15,57.08,24.78,53.88,480.0
Ahmedabad,2020-02-16,59.47,124.36,63.11,66.39,14.28,76.89,388.0
Ahmedabad,2020-02-17,62.48,147.78,50.12,57.29,43.22,63.76,543.0
Ahmedabad,2020-02-18,85.33,163.52,54.08,64.71,59.34,75.45,1226.0
Ahmedabad,2020-02-19,114.79,217.94,80.38,118.91,42.62,43.63,1291.0
Ahmedabad,2020-02-20,65.74,164.24,70.75,72.14,22.33,50.08,493.0
Ahmedabad,2020-02-21,60.61,133.31,52.78,52.84,10.49,38.67,407.0
Ahmedabad,2020-02-22,36.35,97.03,52.87,42.9,4.78,52.15,168.0
Ahmedabad,2020-02-23,54.06,104.74,51.33,48.07,4.22,39.74,219.0
Ahmedabad,2020-02-24,68.68,141.39,74.32,42.37,10.92,44.44,282.0
Ahmedabad,2020-02-25,73.18,193.22,94.67,62.73,31.41,46.23,528.0
Ahmedabad,2020-02-26,137.81,242.98,124.33,103.5,70.45,37.79,983.0
Ahmedabad,2020-02-27,94.27,177.11,92.35,68.76,92.96,52.7,1262.0
Ahmedabad,2020-02-28,79.68,169.52,91.2,64.67,57.77,50.27,962.0
Ahmedabad,2020-02-29,53.86,136.6,75.13,64.67,17.8,52.74,421.0
Ahmedabad,2020-03-01,53.06,123.32,59.64,70.8,22.34,41.7,475.0
Ahmedabad,2020-03-02,56.2,149.92,62.85,81.42,23.13,34.18,508.0
Ahmedabad,2020-03-03,77.58,155.65,60.32,119.95,21.26,39.83,460.0
Ahmedabad,2020-03-04,49.16,125.88,31.08,51.07,7.4,45.99,246.0
Ahmedabad,2020-03-05,43.75,115.5,24.16,63.99,8.43,38.62,261.0
Ahmedabad,2020-03-06,54.05,128.08,28.74,61.9,10.7,45.82,308.0
Ahmedabad,2020-03-07,51.32,140.9,41.31,45.6,12.19,64.01,359.0
Ahmedabad,2020-03-08,35.04,85.35,45.21,32.78,7.87,39.69,325.0
Ahmedabad,2020-03-09,37.02,90.26,32.91,42.98,5.55,67.75,170.0
Ahmedabad,2020-03-10,37.67,94.36,17.52,26.68,2.28,16.92,116.0
Ahmedabad,2020-03-11,31.12,80.79,21.51,19.43,3.56,16.68,152.0
Ahmedabad,2020-03-12,41.19,114.05,31.18,40.38,6.04,39.69,218.0
Ahmedabad,2020-03-13,41.72,97.7,24.99,27.3,6.95,72.25,302.0
Ahmedabad,2020-03-14,39.57,111.46,35.3,49.34,4.0,39.51,170.0
Ahmedabad,2020-03-15,39.42,115.8,31.33,27.4,5.11,33.16,215.0
Ahmedabad,2020-03-16,36.03,90.32,34.32,28.6,3.89,53.81,222.0
Ahmedabad,2020-03-17,53.07,112.92,37.65,34.49,16.02,39.69,310.0
Ahmedabad,2020-03-18,58.54,124.58,44.39,42.86,15.45,81.35,487.0
Ahmedabad,2020-03-19,101.09,162.86,43.66,42.07,15.07,44.44,988.0
Ahmedabad,2020-03-21,74.43,132.17,31.56,67.89,9.82,36.14,296.0
Ahmedabad,2020-03-22,48.16,122.17,18.27,52.62,5.47,33.69,180.0
Ahmedabad,2020-03-23,44.61,112.32,31.4,34.25,4.98,49.45,247.0
Ahmedabad,2020-03-24,31.89,98.52,25.2,44.87,2.96,47.99,135.0
Ahmedabad,2020-03-25,33.25,91.38,33.45,61.4,4.28,38.86,195.0
Ahmedabad,2020-03-26,43.67,91.12,26.61,34.72,7.11,39.74,216.0
Ahmedabad,2020-03-27,22.93,37.12,18.52,16.19,5.23,34.41,193.0
Ahmedabad,2020-03-28,37.73,72.43,35.52,16.06,4.67,34.72,160.0
Ahmedabad,2020-03-29,20.67,75.48,26.98,22.76,3.08,40.17,125.0
Ahmedabad,2020-03-30,28.55,89.1,38.65,19.14,4.11,31.5,140.0
Ahmedabad,2020-03-31,29.97,98.96,22.08,32.01,3.85,36.86,145.0
Ahmedabad,2020-04-01,24.79,86.06,21.29,22.16,4.5,36.76,153.0
Ahmedabad,2020-04-02,25.52,88.12,24.24,18.54,4.46,38.17,164.0
Ahmedabad,2020-04-03,33.48,87.96,41.44,23.84,4.51,46.53,173.0
Ahmedabad,2020-04-04,39.44,84.83,39.88,27.53,3.82,58.08,182.0
Ahmedabad,2020-04-05,43.77,87.96,40.99,31.4,3.35,53.61,152.0
Ahmedabad,2020-04-06,46.64,95.3,29.6,22.2,3.75,49.67,145.0
Ahmedabad,2020-04-07,45.8,104.5,16.8,31.04,3.87,48.2,159.0
Ahmedabad,2020-04-08,36.3,90.07,15.65,30.8,5.19,49.83,183.0
Ahmedabad,2020-04-09,32.12,89.74,21.61,20.75,5.07,62.53,168.0
Ahmedabad,2020-04-10,30.73,78.56,28.65,32.01,0.59,42.61,113.0
Ahmedabad,2020-04-11,30.18,74.99,34.81,25.09,0.45,39.0,89.0
Ahmedabad,2020-04-12,26.7,72.83,27.0,21.57,0.36,42.16,101.0
Ahmedabad,2020-04-13,18.77,61.54,23.01,26.86,0.39,47.88,95.0
Ahmedabad,2020-04-14,31.16,72.09,25.9,21.85,0.37,43.35,89.0
Ahmedabad,2020-04-15,23.69,64.81,17.18,23.5,0.43,44.04,88.0
Ahmedabad,2020-04-16,38.65,81.47,26.76,22.03,0.36,54.24,95.0
Ahmedabad,2020-04-17,30.8,76.25,25.97,18.03,0.36,37.28,92.0
Ahmedabad,2020-04-18,30.69,107.31,22.57,36.24,0.41,39.3,96.0
Ahmedabad,2020-04-19,21.27,65.12,13.93,21.0,0.36,40.56,99.0
Ahmedabad,2020-04-20,29.84,77.98,15.77,25.22,0.34,38.31,86.0
Ahmedabad,2020-04-21,27.81,73.99,16.32,19.16,0.39,38.23,87.0
Ahmedabad,2020-04-22,32.11,94.34,17.95,15.83,0.45,42.22,101.0
Ahmedabad,2020-04-23,31.67,81.09,16.17,32.39,0.35,43.6,106.0
Ahmedabad,2020-04-24,27.19,82.36,16.13,20.59,0.28,51.81,110.0
Ahmedabad,2020-04-25,28.25,70.48,13.88,16.51,0.38,41.74,98.0
Ahmedabad,2020-04-26,25.91,73.35,13.82,10.58,0.4,44.44,101.0
Ahmedabad,2020-04-27,31.76,81.16,19.95,29.73,0.46,52.46,117.0
Ahmedabad,2020-04-28,32.55,87.41,23.58,42.86,0.46,50.2,130.0
Ahmedabad,2020-04-29,27.15,76.73,24.82,32.97,0.67,54.81,122.0
Ahmedabad,2020-04-30,26.93,74.38,17.05,37.7,0.46,56.97,128.0
Ahmedabad,2020-05-01,28.71,89.91,13.32,26.36,0.54,49.97,128.0
Ahmedabad,2020-05-02,22.56,63.23,15.16,25.87,0.56,55.72,131.0
Ahmedabad,2020-05-03,23.82,62.1,16.38,22.71,0.64,54.35,121.0
Ahmedabad,2020-05-04,23.73,69.88,15.87,20.04,0.73,58.72,130.0
Ahmedabad,2020-05-05,33.47,134.83,29.05,2.42,0.54,54.8,143.0
Ahmedabad,2020-05-06,26.52,79.38,18.06,47.375,0.67,59.96,146.0
Ahmedabad,2020-05-07,30.45,75.08,21.48,47.375,0.4,58.31,135.0
Ahmedabad,2020-05-08,26.79,66.34,14.99,47.375,0.51,57.81,127.0
Ahmedabad,2020-05-09,23.79,74.56,16.64,47.375,0.55,52.49,122.0
Ahmedabad,2020-05-10,26.17,62.14,14.73,47.375,0.77,56.28,125.0
Ahmedabad,2020-05-11,21.31,66.1,15.01,47.375,0.54,57.55,125.0
Ahmedabad,2020-05-12,21.94,69.06,16.95,47.375,0.58,57.89,135.0
Ahmedabad,2020-05-13,23.19,67.28,17.46,47.375,0.48,52.31,117.0
Ahmedabad,2020-05-14,21.9,64.39,18.73,47.375,0.49,51.86,127.0
Ahmedabad,2020-05-15,19.15,78.8,19.59,47.375,0.51,61.79,125.0
Ahmedabad,2020-05-16,35.75,107.68,18.72,47.375,0.39,54.31,136.0
Ahmedabad,2020-05-17,27.28,63.5,18.56,47.375,0.68,55.52,137.0
Ahmedabad,2020-05-18,20.85,61.13,21.35,47.375,0.62,54.41,133.0
Ahmedabad,2020-05-19,23.98,56.9,26.56,47.375,0.61,59.05,133.0
Ahmedabad,2020-05-20,25.6,82.26,22.47,47.375,0.69,60.12,132.0
Ahmedabad,2020-05-21,33.35,84.99,25.02,47.375,0.56,62.4,130.0
Ahmedabad,2020-05-22,31.38,90.28,35.67,47.375,0.65,62.39,142.0
Ahmedabad,2020-05-23,29.26,82.26,22.23,47.375,0.67,55.64,135.0
Ahmedabad,2020-05-24,25.47,67.79,17.85,47.375,0.81,57.16,140.0
Ahmedabad,2020-05-25,24.84,70.95,16.03,47.375,0.57,57.53,126.0
Ahmedabad,2020-05-26,29.78,99.14,19.35,47.375,0.59,50.52,126.0
Ahmedabad,2020-05-27,31.25,89.65,21.42,47.375,0.83,54.58,123.0
Ahmedabad,2020-05-28,30.7,86.02,18.84,47.375,0.56,55.49,117.0
Ahmedabad,2020-05-29,23.91,81.0,18.6,47.375,0.57,44.9,126.0
Ahmedabad,2020-05-30,25.71,66.36,16.46,47.375,0.41,47.74,112.0
Ahmedabad,2020-05-31,22.83,67.92,15.35,47.375,0.4,53.06,104.0
Ahmedabad,2020-06-01,31.02,312.28,22.62,47.375,0.64,66.9,126.0
Ahmedabad,2020-06-02,131.88,173.4,41.56,20.08,0.45,34.26,152.0
Ahmedabad,2020-06-04,26.08,84.25,37.3,21.29,0.79,56.78,101.0
Ahmedabad,2020-06-05,30.72,88.9,33.6,14.73,0.63,4.08,92.0
Ahmedabad,2020-06-06,33.19,65.77,39.76,14.4,0.71,40.28,95.0
Ahmedabad,2020-06-07,20.67,69.5,34.11,13.05,0.82,36.32,93.0
Ahmedabad,2020-06-08,22.92,70.97,28.47,11.6,0.57,30.16,97.0
Ahmedabad,2020-06-09,21.17,81.73,25.68,12.69,0.86,39.69,84.0
Ahmedabad,2020-06-10,23.62,94.06,20.92,16.22,0.85,44.32,101.0
Ahmedabad,2020-06-11,20.4,66.21,26.94,18.41,0.68,37.38,92.0
Ahmedabad,2020-06-12,21.4,93.89,22.4,16.27,0.85,45.05,105.0
Ahmedabad,2020-06-13,21.72,62.28,28.15,17.51,1.18,30.53,98.0
Ahmedabad,2020-06-14,24.1,87.14,27.53,20.82,0.86,35.29,96.0
Ahmedabad,2020-06-15,21.21,92.72,31.93,19.3,0.85,33.59,96.0
Ahmedabad,2020-06-16,31.49,94.09,24.73,11.26,0.85,38.44,80.0
Ahmedabad,2020-06-17,14.79,11.5,19.65,9.4,0.81,18.2,95.0
Ahmedabad,2020-06-19,17.65,135.16,33.84,9.9,0.71,40.03,108.0
Ahmedabad,2020-06-20,22.9,120.7,15.81,10.1,0.5,46.04,124.0
Ahmedabad,2020-06-21,24.28,138.12,12.44,11.45,0.7,57.31,106.0
Ahmedabad,2020-06-22,19.02,98.37,16.76,13.32,0.52,45.85,75.0
Ahmedabad,2020-06-23,22.2,88.99,15.67,13.0,0.51,64.75,85.0
Ahmedabad,2020-06-24,30.29,107.67,25.92,11.99,0.75,43.31,91.0
Ahmedabad,2020-06-25,32.56,142.43,24.83,11.73,0.65,40.54,95.0
Ahmedabad,2020-06-26,36.48,150.65,30.78,10.41,0.59,44.47,93.0
Ahmedabad,2020-06-27,62.12,118.67,56.35,12.44,0.49,68.05,92.0
Ahmedabad,2020-06-28,31.57,107.67,23.99,11.01,0.52,26.34,82.0
Ahmedabad,2020-06-29,29.75,127.98,25.15,12.1,0.67,34.99,74.0
Ahmedabad,2020-06-30,40.02,121.1,58.92,16.39,0.73,41.64,98.0
Ahmedabad,2020-07-01,37.63,107.67,35.04,14.4,0.28,9.69,119.0
Aizawl,2020-03-12,31.21,38.66,1.27,4.22,0.56,2.81,52.0
Aizawl,2020-03-13,38.39,46.68,0.91,4.46,0.57,0.18,60.0
Aizawl,2020-03-14,43.23,50.83,1.07,4.53,0.57,0.41,62.0
Aizawl,2020-03-15,33.82,41.03,0.36,4.63,0.48,0.3,70.0
Aizawl,2020-03-16,27.14,35.04,2.32,4.71,0.5,13.02,54.0
Aizawl,2020-03-17,27.32,35.75,2.14,4.84,0.48,6.03,40.0
Aizawl,2020-03-18,31.76,41.51,1.48,5.04,0.47,8.76,51.0
Aizawl,2020-03-19,43.8,53.59,1.31,5.3,0.48,9.96,63.0
Aizawl,2020-03-20,35.48,44.02,0.83,5.32,0.49,6.43,69.0
Aizawl,2020-03-21,51.27,60.05,0.88,5.63,0.49,8.62,70.0
Aizawl,2020-03-22,33.24,40.33,0.13,5.41,0.37,5.64,71.0
Aizawl,2020-03-23,35.34,41.55,0.16,5.63,0.32,5.73,53.0
Aizawl,2020-03-24,47.34,56.65,0.14,6.17,0.37,5.59,66.0
Aizawl,2020-03-25,53.64,62.86,0.17,6.75,0.44,6.44,92.0
Aizawl,2020-03-26,54.9,62.7,0.13,6.8,0.42,5.87,89.0
Aizawl,2020-03-27,44.64,53.86,0.11,7.34,0.4,6.42,82.0
Aizawl,2020-03-28,51.33,60.03,0.35,7.69,0.44,8.76,71.0
Aizawl,2020-03-29,34.54,41.95,0.13,7.8,0.36,7.99,81.0
Aizawl,2020-03-30,39.47,48.07,0.24,7.67,0.42,7.4,60.0
Aizawl,2020-03-31,27.27,33.9,0.25,7.9,0.4,6.74,51.0
Aizawl,2020-04-01,38.6,49.19,0.26,8.11,0.45,6.12,62.0
Aizawl,2020-04-02,36.22,48.66,0.25,8.36,0.4,9.24,64.0
Aizawl,2020-04-03,30.35,39.84,0.21,8.25,0.29,10.87,54.0
Aizawl,2020-04-04,24.05,41.95,0.25,8.16,0.26,11.09,43.0
Aizawl,2020-04-05,26.47,33.51,0.08,8.79,0.31,5.76,44.0
